order_id,order_date,store_id,product_id,product_name,category,brand,quantity,price,delivery_partner,delivery_time_min,delivery_status,distance_km,stock_level,reorder_level,return_flag,revenue
21,2024-01-01 20:00:00,Store_1,1032,Juice,Beverages,Amul,1,89.96,Partner_Y,28,Late,3.17,11,10,1,89.96
22,2024-01-01 21:00:00,Store_1,1060,Eggs,Snacks,Local,2,49.46,Partner_X,26,On-Time,2.1,12,10,0,98.92
23,2024-01-01 22:00:00,Store_2,1050,Juice,Beverages,Local,1,69.28,Partner_Z,5,On-Time,0.73,42,10,0,69.28
24,2024-01-01 23:00:00,Store_2,1042,Milk,Bakery,Amul,2,187.1,Partner_Y,8,On-Time,0.64,16,10,0,374.2
25,2024-01-02 00:00:00,Store_1,1011,Juice,Snacks,Britannia,4,141.68,Partner_X,17,Late,2.41,16,10,0,566.72
26,2024-01-02 01:00:00,Store_1,1066,Milk,Beverages,Britannia,3,109.29,Partner_Z,27,On-Time,0.88,35,10,0,327.87
27,2024-01-02 02:00:00,Store_1,1064,Juice,Bakery,Local,3,22.29,Partner_Z,17,On-Time,3.23,20,10,0,66.87
28,2024-01-02 03:00:00,Store_3,1032,Milk,Dairy,Nestle,1,198.63,Partner_X,17,On-Time,4.46,7,10,0,198.63
29,2024-01-02 04:00:00,Store_3,1039,Bread,Bakery,Britannia,2,140.86,Partner_X,6,On-Time,4.47,4,10,0,281.72
30,2024-01-02 05:00:00,Store_3,1073,Snacks,Dairy,Britannia,3,77.05,Partner_Y,13,On-Time,3.47,25,10,0,231.14999999999998
31,2024-01-02 06:00:00,Store_2,1042,Eggs,Beverages,Amul,2,178.27,Partner_Z,28,Late,1.45,15,10,1,356.54
32,2024-01-02 07:00:00,Store_3,1043,Juice,Snacks,Amul,2,66.52,Partner_Z,12,On-Time,4.38,35,10,0,133.04
33,2024-01-02 08:00:00,Store_2,1028,Snacks,Snacks,Nestle,1,117.92,Partner_X,11,On-Time,4.49,27,10,0,117.92
34,2024-01-02 09:00:00,Store_2,1012,Eggs,Beverages,Britannia,3,134.49,Partner_Z,8,On-Time,1.38,28,10,1,403.47
35,2024-01-02 10:00:00,Store_3,1011,Eggs,Snacks,Britannia,1,59.79,Partner_Y,22,Late,3.82,46,10,0,59.79
36,2024-01-02 11:00:00,Store_2,1094,Milk,Snacks,Amul,1,196.11,Partner_Z,7,On-Time,1.79,11,10,0,196.11
37,2024-01-02 12:00:00,Store_3,1045,Bread,Dairy,Britannia,3,154.67,Partner_X,10,On-Time,4.11,36,10,0,464.01
38,2024-01-02 13:00:00,Store_3,1001,Bread,Beverages,Local,3,120.41,Partner_X,16,On-Time,4.99,29,10,0,361.23
39,2024-01-02 14:00:00,Store_1,1034,Snacks,Bakery,Amul,4,52.51,Partner_Y,16,On-Time,0.64,22,10,0,210.04
40,2024-01-02 15:00:00,Store_3,1086,Bread,Dairy,Nestle,4,29.69,Partner_Y,25,On-Time,4.54,15,10,0,118.76
41,2024-01-02 16:00:00,Store_1,1080,Juice,Beverages,Amul,2,77.61,Partner_Z,12,On-Time,3.3,13,10,1,155.22
42,2024-01-02 17:00:00,Store_3,1089,Bread,Dairy,Britannia,3,155.57,Partner_Z,26,Late,4.88,9,10,0,466.71
43,2024-01-02 18:00:00,Store_3,1007,Snacks,Bakery,Nestle,4,68.48,Partner_X,26,On-Time,2.59,6,10,0,273.92
44,2024-01-02 19:00:00,Store_1,1092,Bread,Bakery,Amul,2,117.12,Partner_Y,5,On-Time,4.31,44,10,0,234.24
45,2024-01-02 20:00:00,Store_1,1025,Juice,Beverages,Local,2,151.03,Partner_Y,8,On-Time,0.78,36,10,1,302.06
46,2024-01-02 21:00:00,Store_3,1073,Milk,Bakery,Local,2,39.43,Partner_Y,25,On-Time,2.01,28,10,0,78.86
47,2024-01-02 22:00:00,Store_2,1089,Snacks,Dairy,Amul,4,143.35,Partner_Z,15,On-Time,0.8,2,10,1,573.4
48,2024-01-02 23:00:00,Store_1,1033,Milk,Bakery,Local,3,36.54,Partner_Y,7,On-Time,4.89,14,10,0,109.62
49,2024-01-03 00:00:00,Store_2,1006,Milk,Dairy,Local,1,193.72,Partner_X,17,On-Time,4.18,35,10,0,193.72
50,2024-01-03 01:00:00,Store_2,1067,Milk,Dairy,Local,2,107.91,Partner_X,29,On-Time,4.34,46,10,0,215.82
51,2024-01-03 02:00:00,Store_2,1057,Eggs,Bakery,Nestle,4,47.12,Partner_Z,21,On-Time,4.72,45,10,0,188.48
52,2024-01-03 03:00:00,Store_1,1074,Eggs,Beverages,Local,4,81.63,Partner_Z,26,On-Time,0.88,18,10,0,326.52
53,2024-01-03 04:00:00,Store_2,1028,Milk,Snacks,Local,1,94.41,Partner_Y,26,On-Time,2.24,12,10,0,94.41
54,2024-01-03 05:00:00,Store_1,1035,Snacks,Bakery,Local,1,156.47,Partner_Z,14,On-Time,0.82,41,10,0,156.47
55,2024-01-03 06:00:00,Store_2,1088,Juice,Dairy,Nestle,4,153.82,Partner_X,25,On-Time,1.45,20,10,0,615.28
56,2024-01-03 07:00:00,Store_3,1020,Juice,Dairy,Amul,3,130.15,Partner_Y,16,On-Time,1.53,36,10,0,390.45000000000005
57,2024-01-03 08:00:00,Store_3,1035,Bread,Bakery,Britannia,1,39.07,Partner_X,19,On-Time,2.61,26,10,0,39.07
58,2024-01-03 09:00:00,Store_1,1009,Snacks,Beverages,Local,4,47.28,Partner_Y,25,On-Time,1.71,28,10,0,189.12
59,2024-01-03 10:00:00,Store_3,1072,Eggs,Beverages,Amul,1,36.88,Partner_Z,14,On-Time,0.95,19,10,0,36.88
60,2024-01-03 11:00:00,Store_3,1023,Milk,Dairy,Local,3,123.89,Partner_Y,18,On-Time,1.25,24,10,0,371.67
61,2024-01-03 12:00:00,Store_2,1063,Bread,Dairy,Nestle,2,177.88,Partner_Y,17,On-Time,1.16,5,10,0,355.76
62,2024-01-03 13:00:00,Store_1,1098,Juice,Beverages,Amul,1,98.08,Partner_X,9,Late,4.88,35,10,0,98.08
63,2024-01-03 14:00:00,Store_2,1048,Eggs,Snacks,Nestle,3,48.95,Partner_X,10,On-Time,3.92,1,10,0,146.85000000000002
64,2024-01-03 15:00:00,Store_2,1098,Eggs,Bakery,Local,4,120.45,Partner_Y,28,On-Time,4.85,21,10,0,481.8
65,2024-01-03 16:00:00,Store_2,1035,Milk,Dairy,Local,1,166.12,Partner_Z,6,On-Time,2.48,31,10,0,166.12
66,2024-01-03 17:00:00,Store_2,1081,Juice,Dairy,Nestle,1,153.51,Partner_Z,26,On-Time,1.75,15,10,0,153.51
67,2024-01-03 18:00:00,Store_2,1095,Snacks,Beverages,Britannia,4,178.66,Partner_X,21,On-Time,4.09,17,10,0,714.64
68,2024-01-03 19:00:00,Store_2,1023,Eggs,Bakery,Nestle,2,70.02,Partner_Z,8,On-Time,1.97,4,10,0,140.04
69,2024-01-03 20:00:00,Store_2,1022,Milk,Beverages,Local,4,54.91,Partner_X,18,On-Time,1.85,35,10,0,219.64
70,2024-01-03 21:00:00,Store_1,1061,Snacks,Bakery,Nestle,1,178.37,Partner_Z,14,On-Time,1.55,29,10,0,178.37
71,2024-01-03 22:00:00,Store_3,1095,Juice,Bakery,Britannia,4,138.36,Partner_Y,7,On-Time,1.08,44,10,0,553.44
72,2024-01-03 23:00:00,Store_2,1036,Eggs,Bakery,Nestle,3,75.97,Partner_X,29,On-Time,1.65,18,10,0,227.91
73,2024-01-04 00:00:00,Store_2,1011,Snacks,Dairy,Britannia,4,153.62,Partner_X,7,Late,2.1,22,10,1,614.48
74,2024-01-04 01:00:00,Store_2,1054,Snacks,Snacks,Britannia,1,166.72,Partner_Y,19,On-Time,3.53,33,10,0,166.72
75,2024-01-04 02:00:00,Store_2,1012,Snacks,Beverages,Nestle,4,130.7,Partner_X,10,On-Time,0.78,12,10,0,522.8
76,2024-01-04 03:00:00,Store_2,1022,Eggs,Snacks,Nestle,2,143.82,Partner_Z,21,On-Time,1.45,42,10,0,287.64
77,2024-01-04 04:00:00,Store_2,1088,Eggs,Beverages,Amul,4,87.55,Partner_Z,16,Late,4.14,28,10,0,350.2
78,2024-01-04 05:00:00,Store_3,1098,Bread,Bakery,Local,2,116.97,Partner_X,26,On-Time,1.16,35,10,0,233.94
79,2024-01-04 06:00:00,Store_3,1029,Juice,Dairy,Britannia,3,114.35,Partner_Z,24,On-Time,2.04,21,10,0,343.04999999999995
80,2024-01-04 07:00:00,Store_2,1016,Milk,Snacks,Amul,2,172.65,Partner_X,28,On-Time,4.39,46,10,0,345.3
81,2024-01-04 08:00:00,Store_3,1061,Snacks,Dairy,Nestle,4,171.19,Partner_Y,15,On-Time,1.2,35,10,0,684.76
82,2024-01-04 09:00:00,Store_1,1083,Bread,Beverages,Local,1,169.88,Partner_X,29,On-Time,0.87,8,10,0,169.88
83,2024-01-04 10:00:00,Store_2,1088,Milk,Dairy,Amul,2,21.99,Partner_Y,8,On-Time,2.68,38,10,0,43.98
84,2024-01-04 11:00:00,Store_1,1085,Bread,Dairy,Britannia,3,154.92,Partner_Z,10,On-Time,1.86,18,10,0,464.76
85,2024-01-04 12:00:00,Store_1,1012,Eggs,Snacks,Amul,2,156.56,Partner_Y,5,On-Time,3.04,37,10,0,313.12
86,2024-01-04 13:00:00,Store_2,1058,Snacks,Bakery,Britannia,2,142.11,Partner_Z,24,On-Time,4.12,5,10,0,284.22
87,2024-01-04 14:00:00,Store_3,1018,Milk,Dairy,Nestle,2,156.13,Partner_X,27,On-Time,1.12,46,10,0,312.26
88,2024-01-04 15:00:00,Store_1,1048,Milk,Bakery,Local,3,171.55,Partner_Z,20,On-Time,3.11,14,10,0,514.6500000000001
89,2024-01-04 16:00:00,Store_2,1099,Milk,Beverages,Local,4,104.66,Partner_X,19,On-Time,2.77,19,10,0,418.64
90,2024-01-04 17:00:00,Store_1,1011,Milk,Dairy,Local,2,110.37,Partner_X,21,On-Time,1.15,8,10,0,220.74
91,2024-01-04 18:00:00,Store_1,1060,Milk,Snacks,Nestle,2,42.45,Partner_Y,12,Late,3.31,31,10,0,84.9
92,2024-01-04 19:00:00,Store_1,1018,Bread,Beverages,Britannia,1,89.37,Partner_Y,16,On-Time,1.73,3,10,0,89.37
93,2024-01-04 20:00:00,Store_1,1075,Snacks,Beverages,Nestle,3,135.81,Partner_Y,26,On-Time,2.7,49,10,0,407.43
94,2024-01-04 21:00:00,Store_3,1008,Eggs,Snacks,Local,2,160.47,Partner_Y,25,On-Time,0.87,17,10,0,320.94
95,2024-01-04 22:00:00,Store_1,1070,Eggs,Dairy,Nestle,3,59.1,Partner_Z,14,Late,2.57,4,10,0,177.3
96,2024-01-04 23:00:00,Store_1,1027,Eggs,Dairy,Nestle,2,44.81,Partner_Z,19,On-Time,1.88,19,10,0,89.62
97,2024-01-05 00:00:00,Store_1,1077,Eggs,Beverages,Nestle,4,139.35,Partner_Z,13,On-Time,4.2,22,10,0,557.4
98,2024-01-05 01:00:00,Store_3,1094,Bread,Dairy,Britannia,4,20.34,Partner_X,6,On-Time,0.76,10,10,0,81.36
99,2024-01-05 02:00:00,Store_1,1051,Juice,Bakery,Amul,2,52.11,Partner_Z,9,On-Time,2.38,36,10,0,104.22
100,2024-01-05 03:00:00,Store_1,1082,Snacks,Snacks,Amul,4,25.23,Partner_Z,10,On-Time,2.56,21,10,0,100.92
101,2024-01-05 04:00:00,Store_3,1015,Milk,Bakery,Nestle,2,50.04,Partner_Z,11,On-Time,3.76,3,10,0,100.08
102,2024-01-05 05:00:00,Store_3,1068,Juice,Dairy,Amul,4,52.64,Partner_Y,25,On-Time,3.08,28,10,0,210.56
103,2024-01-05 06:00:00,Store_3,1098,Eggs,Beverages,Amul,1,89.78,Partner_Z,29,Late,3.5,43,10,0,89.78
104,2024-01-05 07:00:00,Store_1,1011,Juice,Snacks,Nestle,1,92.42,Partner_X,5,On-Time,4.0,33,10,0,92.42
105,2024-01-05 08:00:00,Store_3,1024,Snacks,Dairy,Nestle,1,177.37,Partner_Y,27,On-Time,4.38,12,10,0,177.37
106,2024-01-05 09:00:00,Store_3,1051,Milk,Dairy,Local,3,111.82,Partner_X,11,On-Time,1.91,41,10,1,335.46
107,2024-01-05 10:00:00,Store_1,1084,Milk,Beverages,Amul,3,150.21,Partner_Z,24,On-Time,2.92,8,10,0,450.63
108,2024-01-05 11:00:00,Store_3,1099,Snacks,Beverages,Britannia,1,38.74,Partner_Y,29,On-Time,4.28,41,10,0,38.74
109,2024-01-05 12:00:00,Store_1,1052,Snacks,Bakery,Nestle,3,60.58,Partner_X,16,On-Time,4.95,30,10,0,181.74
110,2024-01-05 13:00:00,Store_2,1022,Eggs,Snacks,Local,4,146.53,Partner_Z,20,On-Time,4.5,6,10,0,586.12
111,2024-01-05 14:00:00,Store_3,1015,Milk,Snacks,Britannia,2,29.5,Partner_X,20,Late,2.17,3,10,0,59.0
112,2024-01-05 15:00:00,Store_2,1056,Juice,Beverages,Amul,2,107.59,Partner_X,15,Late,1.38,18,10,0,215.18
113,2024-01-05 16:00:00,Store_1,1038,Bread,Bakery,Local,2,127.89,Partner_X,25,On-Time,2.7,41,10,0,255.78
114,2024-01-05 17:00:00,Store_3,1052,Bread,Snacks,Nestle,1,128.39,Partner_Z,8,On-Time,3.84,29,10,1,128.39
115,2024-01-05 18:00:00,Store_1,1041,Snacks,Beverages,Britannia,3,24.13,Partner_Z,17,Late,2.72,30,10,0,72.39
116,2024-01-05 19:00:00,Store_2,1057,Eggs,Dairy,Nestle,4,77.98,Partner_X,11,On-Time,2.67,34,10,0,311.92
117,2024-01-05 20:00:00,Store_1,1038,Bread,Snacks,Amul,4,134.57,Partner_Y,8,Late,4.27,20,10,0,538.28
118,2024-01-05 21:00:00,Store_3,1013,Milk,Bakery,Britannia,1,46.82,Partner_Y,19,On-Time,2.13,30,10,0,46.82
119,2024-01-05 22:00:00,Store_3,1094,Snacks,Bakery,Amul,4,145.17,Partner_Z,23,On-Time,4.37,18,10,0,580.68
120,2024-01-05 23:00:00,Store_2,1004,Juice,Bakery,Amul,4,154.27,Partner_Z,13,On-Time,2.33,30,10,0,617.08
121,2024-01-06 00:00:00,Store_1,1034,Snacks,Dairy,Local,4,196.75,Partner_Z,15,On-Time,1.98,31,10,0,787.0
122,2024-01-06 01:00:00,Store_3,1086,Juice,Snacks,Nestle,4,57.77,Partner_Z,12,On-Time,2.54,1,10,0,231.08
123,2024-01-06 02:00:00,Store_2,1092,Snacks,Snacks,Britannia,3,168.52,Partner_Z,5,On-Time,3.93,9,10,0,505.56000000000006
124,2024-01-06 03:00:00,Store_3,1074,Snacks,Dairy,Amul,4,113.65,Partner_Y,27,On-Time,1.07,1,10,1,454.6
125,2024-01-06 04:00:00,Store_3,1017,Snacks,Snacks,Amul,2,87.22,Partner_Z,29,On-Time,1.38,1,10,0,174.44
126,2024-01-06 05:00:00,Store_1,1075,Juice,Dairy,Britannia,1,42.03,Partner_X,28,On-Time,4.78,23,10,1,42.03
127,2024-01-06 06:00:00,Store_3,1008,Juice,Dairy,Amul,3,152.39,Partner_X,12,Late,1.29,16,10,0,457.16999999999996
128,2024-01-06 07:00:00,Store_1,1073,Snacks,Dairy,Local,4,62.45,Partner_Y,17,On-Time,3.05,31,10,0,249.8
129,2024-01-06 08:00:00,Store_3,1057,Bread,Bakery,Local,3,86.86,Partner_X,26,On-Time,3.11,15,10,0,260.58
130,2024-01-06 09:00:00,Store_2,1016,Eggs,Snacks,Local,4,31.26,Partner_Y,8,On-Time,2.7,15,10,0,125.04
131,2024-01-06 10:00:00,Store_3,1006,Eggs,Dairy,Local,2,164.25,Partner_Y,12,On-Time,3.4,45,10,0,328.5
132,2024-01-06 11:00:00,Store_1,1045,Eggs,Snacks,Amul,1,157.99,Partner_X,7,Late,1.53,38,10,0,157.99
133,2024-01-06 12:00:00,Store_1,1012,Juice,Bakery,Britannia,4,152.05,Partner_Z,13,On-Time,2.99,30,10,0,608.2
134,2024-01-06 13:00:00,Store_2,1039,Juice,Dairy,Britannia,4,73.9,Partner_X,6,On-Time,2.17,42,10,0,295.6
135,2024-01-06 14:00:00,Store_3,1041,Bread,Beverages,Britannia,4,51.23,Partner_X,6,On-Time,3.48,23,10,0,204.92
136,2024-01-06 15:00:00,Store_3,1008,Eggs,Bakery,Britannia,4,134.76,Partner_Y,17,On-Time,1.14,0,10,0,539.04
137,2024-01-06 16:00:00,Store_2,1049,Eggs,Beverages,Nestle,1,109.31,Partner_X,19,On-Time,3.07,10,10,0,109.31
138,2024-01-06 17:00:00,Store_3,1026,Snacks,Snacks,Britannia,1,52.09,Partner_Y,27,Late,1.33,20,10,0,52.09
139,2024-01-06 18:00:00,Store_3,1065,Juice,Snacks,Nestle,2,143.46,Partner_Z,16,On-Time,1.75,3,10,0,286.92
140,2024-01-06 19:00:00,Store_1,1004,Eggs,Bakery,Nestle,1,198.4,Partner_Z,8,On-Time,1.48,6,10,0,198.4
141,2024-01-06 20:00:00,Store_3,1028,Bread,Snacks,Local,4,154.5,Partner_Z,12,On-Time,1.32,25,10,1,618.0
142,2024-01-06 21:00:00,Store_3,1036,Bread,Beverages,Nestle,2,153.2,Partner_X,13,On-Time,4.22,46,10,0,306.4
143,2024-01-06 22:00:00,Store_2,1037,Eggs,Dairy,Amul,2,191.06,Partner_Y,27,On-Time,1.79,49,10,0,382.12
144,2024-01-06 23:00:00,Store_2,1082,Juice,Dairy,Nestle,2,56.53,Partner_Z,9,On-Time,4.67,11,10,0,113.06
145,2024-01-07 00:00:00,Store_1,1007,Bread,Dairy,Local,4,121.8,Partner_Y,28,On-Time,4.86,30,10,0,487.2
146,2024-01-07 01:00:00,Store_3,1064,Snacks,Bakery,Nestle,3,196.34,Partner_Y,24,On-Time,3.07,16,10,0,589.02
147,2024-01-07 02:00:00,Store_3,1085,Bread,Snacks,Amul,4,49.75,Partner_Z,22,On-Time,1.14,32,10,0,199.0
148,2024-01-07 03:00:00,Store_3,1016,Milk,Beverages,Amul,1,146.05,Partner_Z,15,On-Time,2.19,10,10,0,146.05
149,2024-01-07 04:00:00,Store_1,1070,Milk,Snacks,Amul,1,125.45,Partner_Y,19,On-Time,4.09,27,10,0,125.45
150,2024-01-07 05:00:00,Store_1,1088,Juice,Snacks,Local,4,125.57,Partner_Z,26,On-Time,2.15,31,10,0,502.28
151,2024-01-07 06:00:00,Store_2,1044,Eggs,Snacks,Local,4,145.58,Partner_Y,13,Late,0.89,0,10,0,582.32
152,2024-01-07 07:00:00,Store_1,1003,Juice,Dairy,Britannia,2,187.33,Partner_Y,21,On-Time,3.01,46,10,0,374.66
153,2024-01-07 08:00:00,Store_3,1035,Juice,Beverages,Local,4,160.86,Partner_Z,16,On-Time,4.3,27,10,0,643.44
154,2024-01-07 09:00:00,Store_3,1069,Juice,Beverages,Amul,2,30.1,Partner_X,11,On-Time,4.08,41,10,0,60.2
155,2024-01-07 10:00:00,Store_1,1030,Juice,Snacks,Amul,1,173.49,Partner_Z,14,On-Time,1.29,6,10,0,173.49
156,2024-01-07 11:00:00,Store_3,1018,Snacks,Dairy,Local,2,60.6,Partner_X,29,On-Time,3.53,1,10,0,121.2
157,2024-01-07 12:00:00,Store_3,1060,Snacks,Dairy,Nestle,4,87.84,Partner_Y,29,On-Time,1.49,41,10,0,351.36
158,2024-01-07 13:00:00,Store_1,1053,Bread,Beverages,Local,1,103.11,Partner_Y,14,On-Time,1.48,23,10,1,103.11
159,2024-01-07 14:00:00,Store_1,1038,Milk,Dairy,Local,3,106.56,Partner_X,17,On-Time,4.43,3,10,0,319.68
160,2024-01-07 15:00:00,Store_3,1090,Juice,Dairy,Amul,2,98.33,Partner_Y,23,On-Time,1.62,43,10,0,196.66
161,2024-01-07 16:00:00,Store_3,1073,Bread,Dairy,Britannia,1,188.72,Partner_X,15,On-Time,1.68,18,10,0,188.72
162,2024-01-07 17:00:00,Store_3,1089,Milk,Bakery,Amul,2,147.08,Partner_X,17,On-Time,0.5,25,10,0,294.16
163,2024-01-07 18:00:00,Store_2,1018,Eggs,Snacks,Britannia,1,133.61,Partner_Y,25,On-Time,4.42,10,10,0,133.61
164,2024-01-07 19:00:00,Store_2,1038,Snacks,Beverages,Amul,1,28.97,Partner_X,12,Late,4.07,39,10,0,28.97
165,2024-01-07 20:00:00,Store_2,1066,Milk,Beverages,Local,2,182.7,Partner_Z,12,On-Time,3.32,49,10,1,365.4
166,2024-01-07 21:00:00,Store_1,1044,Eggs,Bakery,Amul,3,183.69,Partner_Z,8,On-Time,3.88,42,10,0,551.0699999999999
167,2024-01-07 22:00:00,Store_2,1012,Milk,Snacks,Amul,1,160.44,Partner_Y,19,On-Time,1.18,10,10,0,160.44
168,2024-01-07 23:00:00,Store_1,1091,Snacks,Beverages,Amul,1,21.27,Partner_Y,15,Late,2.56,44,10,0,21.27
169,2024-01-08 00:00:00,Store_1,1057,Snacks,Dairy,Local,1,30.31,Partner_X,15,On-Time,2.08,2,10,0,30.31
170,2024-01-08 01:00:00,Store_2,1019,Bread,Beverages,Local,3,60.54,Partner_X,5,On-Time,0.92,11,10,0,181.62
171,2024-01-08 02:00:00,Store_2,1091,Juice,Dairy,Local,3,43.64,Partner_X,21,On-Time,2.69,2,10,0,130.92000000000002
172,2024-01-08 03:00:00,Store_2,1071,Milk,Bakery,Local,4,91.79,Partner_X,19,On-Time,4.64,41,10,0,367.16
173,2024-01-08 04:00:00,Store_3,1060,Milk,Dairy,Britannia,2,186.07,Partner_Z,24,On-Time,0.68,26,10,0,372.14
174,2024-01-08 05:00:00,Store_2,1038,Eggs,Beverages,Britannia,3,104.97,Partner_Z,10,On-Time,1.81,48,10,0,314.90999999999997
175,2024-01-08 06:00:00,Store_3,1000,Snacks,Beverages,Nestle,2,22.41,Partner_Y,28,On-Time,1.43,1,10,0,44.82
176,2024-01-08 07:00:00,Store_1,1002,Milk,Beverages,Local,4,70.89,Partner_X,26,On-Time,1.57,48,10,0,283.56
177,2024-01-08 08:00:00,Store_3,1076,Snacks,Bakery,Britannia,2,28.03,Partner_X,29,Late,4.59,15,10,0,56.06
178,2024-01-08 09:00:00,Store_2,1091,Milk,Bakery,Amul,3,26.53,Partner_Y,19,On-Time,2.61,1,10,0,79.59
179,2024-01-08 10:00:00,Store_1,1061,Bread,Snacks,Local,2,69.63,Partner_X,13,On-Time,2.6,29,10,0,139.26
180,2024-01-08 11:00:00,Store_1,1062,Juice,Beverages,Nestle,3,69.61,Partner_X,18,On-Time,3.92,19,10,0,208.82999999999998
181,2024-01-08 12:00:00,Store_1,1024,Milk,Dairy,Nestle,2,161.68,Partner_X,22,On-Time,1.2,37,10,0,323.36
182,2024-01-08 13:00:00,Store_3,1055,Snacks,Bakery,Nestle,3,195.47,Partner_X,21,Late,2.69,27,10,1,586.41
183,2024-01-08 14:00:00,Store_2,1032,Bread,Beverages,Amul,3,86.82,Partner_X,22,On-Time,2.43,24,10,0,260.46
184,2024-01-08 15:00:00,Store_1,1037,Milk,Beverages,Britannia,2,97.2,Partner_Y,9,On-Time,3.19,31,10,0,194.4
185,2024-01-08 16:00:00,Store_1,1005,Eggs,Bakery,Amul,4,172.06,Partner_X,24,On-Time,5.0,9,10,0,688.24
186,2024-01-08 17:00:00,Store_1,1057,Juice,Snacks,Local,1,68.27,Partner_Y,24,On-Time,3.96,41,10,0,68.27
187,2024-01-08 18:00:00,Store_3,1043,Milk,Bakery,Nestle,4,48.15,Partner_X,13,On-Time,2.29,39,10,0,192.6
188,2024-01-08 19:00:00,Store_3,1044,Bread,Bakery,Amul,2,173.56,Partner_Z,15,On-Time,4.22,32,10,1,347.12
189,2024-01-08 20:00:00,Store_2,1031,Eggs,Dairy,Amul,4,28.37,Partner_Z,28,On-Time,1.27,12,10,0,113.48
190,2024-01-08 21:00:00,Store_3,1044,Bread,Dairy,Britannia,3,131.55,Partner_Z,26,On-Time,0.64,40,10,0,394.65000000000003
191,2024-01-08 22:00:00,Store_1,1060,Bread,Snacks,Britannia,1,121.16,Partner_Z,5,On-Time,1.42,41,10,1,121.16
192,2024-01-08 23:00:00,Store_2,1046,Eggs,Beverages,Nestle,2,82.27,Partner_Y,22,Late,2.03,46,10,0,164.54
193,2024-01-09 00:00:00,Store_1,1020,Bread,Bakery,Amul,2,76.73,Partner_Y,10,On-Time,2.8,36,10,0,153.46
194,2024-01-09 01:00:00,Store_1,1079,Eggs,Snacks,Amul,2,158.93,Partner_X,6,On-Time,3.27,15,10,0,317.86
195,2024-01-09 02:00:00,Store_3,1084,Milk,Dairy,Britannia,1,35.56,Partner_Z,19,On-Time,4.6,44,10,0,35.56
196,2024-01-09 03:00:00,Store_2,1074,Eggs,Bakery,Amul,3,62.62,Partner_Y,25,On-Time,2.79,21,10,0,187.85999999999999
